Município;Sigla UF;Região;Mês/Ano;Vítima
Elesbão Veloso;PI;NORDESTE;mar-18;0
Eliseu Martins;PI;NORDESTE;mar-18;0
Esperantina;PI;NORDESTE;mar-18;0
Fartura Do Piauí;PI;NORDESTE;mar-18;0
Flores Do Piauí;PI;NORDESTE;mar-18;0
Floresta Do Piauí;PI;NORDESTE;mar-18;0
Floriano;PI;NORDESTE;mar-18;0
Francinópolis;PI;NORDESTE;mar-18;0
Francisco Ayres;PI;NORDESTE;mar-18;0
Francisco Macedo;PI;NORDESTE;mar-18;0
Francisco Santos;PI;NORDESTE;mar-18;0
Fronteiras;PI;NORDESTE;mar-18;0
Geminiano;PI;NORDESTE;mar-18;0
Gilbués;PI;NORDESTE;mar-18;0
Guadalupe;PI;NORDESTE;mar-18;1
Guaribas;PI;NORDESTE;mar-18;0
Hugo Napoleão;PI;NORDESTE;mar-18;0
Ilha Grande;PI;NORDESTE;mar-18;0
Inhuma;PI;NORDESTE;mar-18;0
Ipiranga Do Piauí;PI;NORDESTE;mar-18;0
Isaías Coelho;PI;NORDESTE;mar-18;0
Itainópolis;PI;NORDESTE;mar-18;0
Itaueira;PI;NORDESTE;mar-18;0
Jacobina Do Piauí;PI;NORDESTE;mar-18;0
Jaicós;PI;NORDESTE;mar-18;0
Jardim Do Mulato;PI;NORDESTE;mar-18;0
Jatobá Do Piauí;PI;NORDESTE;mar-18;0
Jerumenha;PI;NORDESTE;mar-18;0
João Costa;PI;NORDESTE;mar-18;0
Joaquim Pires;PI;NORDESTE;mar-18;0
Joca Marques;PI;NORDESTE;mar-18;0
José De Freitas;PI;NORDESTE;mar-18;0
Juazeiro Do Piauí;PI;NORDESTE;mar-18;0
Júlio Borges;PI;NORDESTE;mar-18;0
Jurema;PI;NORDESTE;mar-18;1
Lagoinha Do Piauí;PI;NORDESTE;mar-18;0
Lagoa Alegre;PI;NORDESTE;mar-18;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;mar-18;0
Lagoa De São Francisco;PI;NORDESTE;mar-18;0
Lagoa Do Piauí;PI;NORDESTE;mar-18;0
Lagoa Do Sítio;PI;NORDESTE;mar-18;0
Landri Sales;PI;NORDESTE;mar-18;0
Luís Correia;PI;NORDESTE;mar-18;1
Luzilândia;PI;NORDESTE;mar-18;0
Madeiro;PI;NORDESTE;mar-18;0
Manoel Emídio;PI;NORDESTE;mar-18;0
Marcolândia;PI;NORDESTE;mar-18;0
Marcos Parente;PI;NORDESTE;mar-18;0
Massapê Do Piauí;PI;NORDESTE;mar-18;0
Matias Olímpio;PI;NORDESTE;mar-18;0
Miguel Alves;PI;NORDESTE;mar-18;1
Miguel Leão;PI;NORDESTE;mar-18;0
Milton Brandão;PI;NORDESTE;mar-18;0
Monsenhor Gil;PI;NORDESTE;mar-18;0
Monsenhor Hipólito;PI;NORDESTE;mar-18;0
Monte Alegre Do Piauí;PI;NORDESTE;mar-18;0
Morro Cabeça No Tempo;PI;NORDESTE;mar-18;0
Morro Do Chapéu Do Piauí;PI;NORDESTE;mar-18;0
Murici Dos Portelas;PI;NORDESTE;mar-18;0
Nazaré Do Piauí;PI;NORDESTE;mar-18;0
Nazária;PI;NORDESTE;mar-18;1
Nossa Senhora De Nazaré;PI;NORDESTE;mar-18;0
Nossa Senhora Dos Remédios;PI;NORDESTE;mar-18;0
Novo Oriente Do Piauí;PI;NORDESTE;mar-18;0
Novo Santo Antônio;PI;NORDESTE;mar-18;0
Oeiras;PI;NORDESTE;mar-18;0
Olho D'Água Do Piauí;PI;NORDESTE;mar-18;0
Padre Marcos;PI;NORDESTE;mar-18;0
Paes Landim;PI;NORDESTE;mar-18;0
Pajeú Do Piauí;PI;NORDESTE;mar-18;0
Palmeira Do Piauí;PI;NORDESTE;mar-18;0
Palmeirais;PI;NORDESTE;mar-18;0
Paquetá;PI;NORDESTE;mar-18;0
Parnaguá;PI;NORDESTE;mar-18;0
Parnaíba;PI;NORDESTE;mar-18;5
Passagem Franca Do Piauí;PI;NORDESTE;mar-18;0
Patos Do Piauí;PI;NORDESTE;mar-18;0
Pau D'Arco Do Piauí;PI;NORDESTE;mar-18;0
Paulistana;PI;NORDESTE;mar-18;0
Pavussu;PI;NORDESTE;mar-18;0
Pedro Ii;PI;NORDESTE;mar-18;0
Pedro Laurentino;PI;NORDESTE;mar-18;0
Nova Santa Rita;PI;NORDESTE;mar-18;0
Picos;PI;NORDESTE;mar-18;1
Pimenteiras;PI;NORDESTE;mar-18;0
Pio Ix;PI;NORDESTE;mar-18;0
Piracuruca;PI;NORDESTE;mar-18;0
Piripiri;PI;NORDESTE;mar-18;0
Porto;PI;NORDESTE;mar-18;0
Porto Alegre Do Piauí;PI;NORDESTE;mar-18;0
Prata Do Piauí;PI;NORDESTE;mar-18;0
Queimada Nova;PI;NORDESTE;mar-18;0
Redenção Do Gurguéia;PI;NORDESTE;mar-18;0
Regeneração;PI;NORDESTE;mar-18;0
Riacho Frio;PI;NORDESTE;mar-18;0
Ribeira Do Piauí;PI;NORDESTE;mar-18;0
Ribeiro Gonçalves;PI;NORDESTE;mar-18;0
Rio Grande Do Piauí;PI;NORDESTE;mar-18;0
Santa Cruz Do Piauí;PI;NORDESTE;mar-18;0
Santa Cruz Dos Milagres;PI;NORDESTE;mar-18;0
Santa Filomena;PI;NORDESTE;mar-18;0
Santa Luz;PI;NORDESTE;mar-18;0
Santana Do Piauí;PI;NORDESTE;mar-18;0
Santa Rosa Do Piauí;PI;NORDESTE;mar-18;0
Santo Antônio De Lisboa;PI;NORDESTE;mar-18;0
Santo Antônio Dos Milagres;PI;NORDESTE;mar-18;0
Santo Inácio Do Piauí;PI;NORDESTE;mar-18;0
São Braz Do Piauí;PI;NORDESTE;mar-18;0
São Félix Do Piauí;PI;NORDESTE;mar-18;0
São Francisco De Assis Do Piauí;PI;NORDESTE;mar-18;0
São Francisco Do Piauí;PI;NORDESTE;mar-18;0
São Gonçalo Do Gurguéia;PI;NORDESTE;mar-18;0
São Gonçalo Do Piauí;PI;NORDESTE;mar-18;0
São João Da Canabrava;PI;NORDESTE;mar-18;0
São João Da Fronteira;PI;NORDESTE;mar-18;0
São João Da Serra;PI;NORDESTE;mar-18;0
São João Da Varjota;PI;NORDESTE;mar-18;0
São João Do Arraial;PI;NORDESTE;mar-18;0
São João Do Piauí;PI;NORDESTE;mar-18;0
São José Do Divino;PI;NORDESTE;mar-18;0
São José Do Peixe;PI;NORDESTE;mar-18;0
São José Do Piauí;PI;NORDESTE;mar-18;0
São Julião;PI;NORDESTE;mar-18;1
São Lourenço Do Piauí;PI;NORDESTE;mar-18;0
São Luis Do Piauí;PI;NORDESTE;mar-18;0
São Miguel Da Baixa Grande;PI;NORDESTE;mar-18;0
São Miguel Do Fidalgo;PI;NORDESTE;mar-18;0
São Miguel Do Tapuio;PI;NORDESTE;mar-18;1
São Pedro Do Piauí;PI;NORDESTE;mar-18;0
São Raimundo Nonato;PI;NORDESTE;mar-18;0
Sebastião Barros;PI;NORDESTE;mar-18;0
Sebastião Leal;PI;NORDESTE;mar-18;0
Sigefredo Pacheco;PI;NORDESTE;mar-18;0
Simões;PI;NORDESTE;mar-18;0
Simplício Mendes;PI;NORDESTE;mar-18;0
Socorro Do Piauí;PI;NORDESTE;mar-18;0
Sussuapara;PI;NORDESTE;mar-18;0
Tamboril Do Piauí;PI;NORDESTE;mar-18;0
Tanque Do Piauí;PI;NORDESTE;mar-18;0
Teresina;PI;NORDESTE;mar-18;28
União;PI;NORDESTE;mar-18;1
Uruçuí;PI;NORDESTE;mar-18;0
Valença Do Piauí;PI;NORDESTE;mar-18;0
Várzea Branca;PI;NORDESTE;mar-18;0
Várzea Grande;PI;NORDESTE;mar-18;0
Vera Mendes;PI;NORDESTE;mar-18;0
Vila Nova Do Piauí;PI;NORDESTE;mar-18;0
Wall Ferraz;PI;NORDESTE;mar-18;0
Acauã;PI;NORDESTE;abr-18;0
Agricolândia;PI;NORDESTE;abr-18;0
Água Branca;PI;NORDESTE;abr-18;0
Alagoinha Do Piauí;PI;NORDESTE;abr-18;0
Alegrete Do Piauí;PI;NORDESTE;abr-18;0
Alto Longá;PI;NORDESTE;abr-18;0
Altos;PI;NORDESTE;abr-18;0
Alvorada Do Gurguéia;PI;NORDESTE;abr-18;0
Amarante;PI;NORDESTE;abr-18;0
Angical Do Piauí;PI;NORDESTE;abr-18;0
Anísio De Abreu;PI;NORDESTE;abr-18;0
Antônio Almeida;PI;NORDESTE;abr-18;0
Aroazes;PI;NORDESTE;abr-18;0
Aroeiras Do Itaim;PI;NORDESTE;abr-18;0
Arraial;PI;NORDESTE;abr-18;0
Assunção Do Piauí;PI;NORDESTE;abr-18;0
Avelino Lopes;PI;NORDESTE;abr-18;0
Baixa Grande Do Ribeiro;PI;NORDESTE;abr-18;0
Barra D'Alcântara;PI;NORDESTE;abr-18;0
Barras;PI;NORDESTE;abr-18;0
Barreiras Do Piauí;PI;NORDESTE;abr-18;0
Barro Duro;PI;NORDESTE;abr-18;0
Batalha;PI;NORDESTE;abr-18;0
Bela Vista Do Piauí;PI;NORDESTE;abr-18;0
Belém Do Piauí;PI;NORDESTE;abr-18;0
Beneditinos;PI;NORDESTE;abr-18;0
Bertolínia;PI;NORDESTE;abr-18;0
Betânia Do Piauí;PI;NORDESTE;abr-18;0
Boa Hora;PI;NORDESTE;abr-18;0
Bocaina;PI;NORDESTE;abr-18;0
Bom Jesus;PI;NORDESTE;abr-18;0
Bom Princípio Do Piauí;PI;NORDESTE;abr-18;0
Bonfim Do Piauí;PI;NORDESTE;abr-18;0
Boqueirão Do Piauí;PI;NORDESTE;abr-18;0
Brasileira;PI;NORDESTE;abr-18;0
Brejo Do Piauí;PI;NORDESTE;abr-18;0
Buriti Dos Lopes;PI;NORDESTE;abr-18;0
Buriti Dos Montes;PI;NORDESTE;abr-18;0
Cabeceiras Do Piauí;PI;NORDESTE;abr-18;0
Cajazeiras Do Piauí;PI;NORDESTE;abr-18;0
Cajueiro Da Praia;PI;NORDESTE;abr-18;0
Caldeirão Grande Do Piauí;PI;NORDESTE;abr-18;0
Campinas Do Piauí;PI;NORDESTE;abr-18;0
Campo Alegre Do Fidalgo;PI;NORDESTE;abr-18;0
Campo Grande Do Piauí;PI;NORDESTE;abr-18;0
Campo Largo Do Piauí;PI;NORDESTE;abr-18;0
Campo Maior;PI;NORDESTE;abr-18;1
Canavieira;PI;NORDESTE;abr-18;0
Canto Do Buriti;PI;NORDESTE;abr-18;0
Capitão De Campos;PI;NORDESTE;abr-18;0
Capitão Gervásio Oliveira;PI;NORDESTE;abr-18;0
Caracol;PI;NORDESTE;abr-18;0
Caraúbas Do Piauí;PI;NORDESTE;abr-18;0
Caridade Do Piauí;PI;NORDESTE;abr-18;0
Castelo Do Piauí;PI;NORDESTE;abr-18;0
Caxingó;PI;NORDESTE;abr-18;0
Cocal;PI;NORDESTE;abr-18;0
Cocal De Telha;PI;NORDESTE;abr-18;0
Cocal Dos Alves;PI;NORDESTE;abr-18;0
Coivaras;PI;NORDESTE;abr-18;0
Colônia Do Gurguéia;PI;NORDESTE;abr-18;0
Colônia Do Piauí;PI;NORDESTE;abr-18;0
Conceição Do Canindé;PI;NORDESTE;abr-18;0
Coronel José Dias;PI;NORDESTE;abr-18;0
Corrente;PI;NORDESTE;abr-18;1
Cristalândia Do Piauí;PI;NORDESTE;abr-18;0
Cristino Castro;PI;NORDESTE;abr-18;0
Curimatá;PI;NORDESTE;abr-18;0
Currais;PI;NORDESTE;abr-18;0
Curralinhos;PI;NORDESTE;abr-18;0
Curral Novo Do Piauí;PI;NORDESTE;abr-18;0
Demerval Lobão;PI;NORDESTE;abr-18;0
Dirceu Arcoverde;PI;NORDESTE;abr-18;0
Dom Expedito Lopes;PI;NORDESTE;abr-18;0
Domingos Mourão;PI;NORDESTE;abr-18;0
Dom Inocêncio;PI;NORDESTE;abr-18;0
Elesbão Veloso;PI;NORDESTE;abr-18;0
Eliseu Martins;PI;NORDESTE;abr-18;0
Esperantina;PI;NORDESTE;abr-18;0
Fartura Do Piauí;PI;NORDESTE;abr-18;0
Flores Do Piauí;PI;NORDESTE;abr-18;0
Floresta Do Piauí;PI;NORDESTE;abr-18;0
Floriano;PI;NORDESTE;abr-18;2
Francinópolis;PI;NORDESTE;abr-18;0
Francisco Ayres;PI;NORDESTE;abr-18;0
Francisco Macedo;PI;NORDESTE;abr-18;0
Francisco Santos;PI;NORDESTE;abr-18;0
Fronteiras;PI;NORDESTE;abr-18;0
Geminiano;PI;NORDESTE;abr-18;0
Gilbués;PI;NORDESTE;abr-18;0
Guadalupe;PI;NORDESTE;abr-18;0
Guaribas;PI;NORDESTE;abr-18;0
Hugo Napoleão;PI;NORDESTE;abr-18;1
Ilha Grande;PI;NORDESTE;abr-18;1
Inhuma;PI;NORDESTE;abr-18;0
Ipiranga Do Piauí;PI;NORDESTE;abr-18;0
Isaías Coelho;PI;NORDESTE;abr-18;0
Itainópolis;PI;NORDESTE;abr-18;0
Itaueira;PI;NORDESTE;abr-18;0
Jacobina Do Piauí;PI;NORDESTE;abr-18;0
Jaicós;PI;NORDESTE;abr-18;1
Jardim Do Mulato;PI;NORDESTE;abr-18;0
Jatobá Do Piauí;PI;NORDESTE;abr-18;0
Jerumenha;PI;NORDESTE;abr-18;0
João Costa;PI;NORDESTE;abr-18;0
Joaquim Pires;PI;NORDESTE;abr-18;1
Joca Marques;PI;NORDESTE;abr-18;0
José De Freitas;PI;NORDESTE;abr-18;1
Juazeiro Do Piauí;PI;NORDESTE;abr-18;0
Júlio Borges;PI;NORDESTE;abr-18;0
Jurema;PI;NORDESTE;abr-18;0
Lagoinha Do Piauí;PI;NORDESTE;abr-18;1
Lagoa Alegre;PI;NORDESTE;abr-18;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;abr-18;0
Lagoa De São Francisco;PI;NORDESTE;abr-18;0
Lagoa Do Piauí;PI;NORDESTE;abr-18;0
Lagoa Do Sítio;PI;NORDESTE;abr-18;0
Landri Sales;PI;NORDESTE;abr-18;0
Luís Correia;PI;NORDESTE;abr-18;0
Luzilândia;PI;NORDESTE;abr-18;1
Madeiro;PI;NORDESTE;abr-18;0
Manoel Emídio;PI;NORDESTE;abr-18;0
Marcolândia;PI;NORDESTE;abr-18;0
Marcos Parente;PI;NORDESTE;abr-18;0
Massapê Do Piauí;PI;NORDESTE;abr-18;0
Matias Olímpio;PI;NORDESTE;abr-18;0
Miguel Alves;PI;NORDESTE;abr-18;0
Miguel Leão;PI;NORDESTE;abr-18;0
Milton Brandão;PI;NORDESTE;abr-18;0
Monsenhor Gil;PI;NORDESTE;abr-18;0
Monsenhor Hipólito;PI;NORDESTE;abr-18;0
Monte Alegre Do Piauí;PI;NORDESTE;abr-18;0
Morro Cabeça No Tempo;PI;NORDESTE;abr-18;0
Morro Do Chapéu Do Piauí;PI;NORDESTE;abr-18;0
Murici Dos Portelas;PI;NORDESTE;abr-18;0
Nazaré Do Piauí;PI;NORDESTE;abr-18;0
Nazária;PI;NORDESTE;abr-18;0
Nossa Senhora De Nazaré;PI;NORDESTE;abr-18;0
Nossa Senhora Dos Remédios;PI;NORDESTE;abr-18;0
Novo Oriente Do Piauí;PI;NORDESTE;abr-18;0
Novo Santo Antônio;PI;NORDESTE;abr-18;0
Oeiras;PI;NORDESTE;abr-18;0
Olho D'Água Do Piauí;PI;NORDESTE;abr-18;0
Padre Marcos;PI;NORDESTE;abr-18;0
Paes Landim;PI;NORDESTE;abr-18;0
Pajeú Do Piauí;PI;NORDESTE;abr-18;0
Palmeira Do Piauí;PI;NORDESTE;abr-18;0
Palmeirais;PI;NORDESTE;abr-18;0
Paquetá;PI;NORDESTE;abr-18;0
Parnaguá;PI;NORDESTE;abr-18;0
Parnaíba;PI;NORDESTE;abr-18;0
Passagem Franca Do Piauí;PI;NORDESTE;abr-18;0
Patos Do Piauí;PI;NORDESTE;abr-18;0
Pau D'Arco Do Piauí;PI;NORDESTE;abr-18;0
Paulistana;PI;NORDESTE;abr-18;0
Pavussu;PI;NORDESTE;abr-18;0
Pedro Ii;PI;NORDESTE;abr-18;1
Pedro Laurentino;PI;NORDESTE;abr-18;0
Nova Santa Rita;PI;NORDESTE;abr-18;0
Picos;PI;NORDESTE;abr-18;0
Pimenteiras;PI;NORDESTE;abr-18;0
Pio Ix;PI;NORDESTE;abr-18;0
Piracuruca;PI;NORDESTE;abr-18;0
Piripiri;PI;NORDESTE;abr-18;0
Porto;PI;NORDESTE;abr-18;0
Porto Alegre Do Piauí;PI;NORDESTE;abr-18;0
Prata Do Piauí;PI;NORDESTE;abr-18;0
Queimada Nova;PI;NORDESTE;abr-18;0
Redenção Do Gurguéia;PI;NORDESTE;abr-18;0
Regeneração;PI;NORDESTE;abr-18;0
Riacho Frio;PI;NORDESTE;abr-18;0
Ribeira Do Piauí;PI;NORDESTE;abr-18;0
Ribeiro Gonçalves;PI;NORDESTE;abr-18;0
Rio Grande Do Piauí;PI;NORDESTE;abr-18;0
Santa Cruz Do Piauí;PI;NORDESTE;abr-18;0
Santa Cruz Dos Milagres;PI;NORDESTE;abr-18;0
Santa Filomena;PI;NORDESTE;abr-18;0
Santa Luz;PI;NORDESTE;abr-18;0
Santana Do Piauí;PI;NORDESTE;abr-18;0
Santa Rosa Do Piauí;PI;NORDESTE;abr-18;0
Santo Antônio De Lisboa;PI;NORDESTE;abr-18;0
Santo Antônio Dos Milagres;PI;NORDESTE;abr-18;0
Santo Inácio Do Piauí;PI;NORDESTE;abr-18;0
São Braz Do Piauí;PI;NORDESTE;abr-18;1
São Félix Do Piauí;PI;NORDESTE;abr-18;0
São Francisco De Assis Do Piauí;PI;NORDESTE;abr-18;0
São Francisco Do Piauí;PI;NORDESTE;abr-18;0
São Gonçalo Do Gurguéia;PI;NORDESTE;abr-18;0
São Gonçalo Do Piauí;PI;NORDESTE;abr-18;0
São João Da Canabrava;PI;NORDESTE;abr-18;1
São João Da Fronteira;PI;NORDESTE;abr-18;0
São João Da Serra;PI;NORDESTE;abr-18;0
São João Da Varjota;PI;NORDESTE;abr-18;0
São João Do Arraial;PI;NORDESTE;abr-18;0
São João Do Piauí;PI;NORDESTE;abr-18;0
São José Do Divino;PI;NORDESTE;abr-18;0
São José Do Peixe;PI;NORDESTE;abr-18;0
São José Do Piauí;PI;NORDESTE;abr-18;0
São Julião;PI;NORDESTE;abr-18;0
São Lourenço Do Piauí;PI;NORDESTE;abr-18;0
São Luis Do Piauí;PI;NORDESTE;abr-18;0
São Miguel Da Baixa Grande;PI;NORDESTE;abr-18;0
São Miguel Do Fidalgo;PI;NORDESTE;abr-18;0
São Miguel Do Tapuio;PI;NORDESTE;abr-18;0
São Pedro Do Piauí;PI;NORDESTE;abr-18;0
São Raimundo Nonato;PI;NORDESTE;abr-18;0
Sebastião Barros;PI;NORDESTE;abr-18;0
Sebastião Leal;PI;NORDESTE;abr-18;0
Sigefredo Pacheco;PI;NORDESTE;abr-18;0
Simões;PI;NORDESTE;abr-18;0
Simplício Mendes;PI;NORDESTE;abr-18;0
Socorro Do Piauí;PI;NORDESTE;abr-18;0
Sussuapara;PI;NORDESTE;abr-18;0
Tamboril Do Piauí;PI;NORDESTE;abr-18;0
Tanque Do Piauí;PI;NORDESTE;abr-18;0
Teresina;PI;NORDESTE;abr-18;23
União;PI;NORDESTE;abr-18;0
Uruçuí;PI;NORDESTE;abr-18;0
Valença Do Piauí;PI;NORDESTE;abr-18;1
Várzea Branca;PI;NORDESTE;abr-18;0
Várzea Grande;PI;NORDESTE;abr-18;0
Vera Mendes;PI;NORDESTE;abr-18;0
Vila Nova Do Piauí;PI;NORDESTE;abr-18;0
Wall Ferraz;PI;NORDESTE;abr-18;0
Acauã;PI;NORDESTE;mai-18;0
Agricolândia;PI;NORDESTE;mai-18;0
Água Branca;PI;NORDESTE;mai-18;0
Alagoinha Do Piauí;PI;NORDESTE;mai-18;1
Alegrete Do Piauí;PI;NORDESTE;mai-18;0
Alto Longá;PI;NORDESTE;mai-18;0
Altos;PI;NORDESTE;mai-18;0
Alvorada Do Gurguéia;PI;NORDESTE;mai-18;0
Amarante;PI;NORDESTE;mai-18;0
Angical Do Piauí;PI;NORDESTE;mai-18;0
Anísio De Abreu;PI;NORDESTE;mai-18;0
Antônio Almeida;PI;NORDESTE;mai-18;0
Aroazes;PI;NORDESTE;mai-18;0
Aroeiras Do Itaim;PI;NORDESTE;mai-18;0
Arraial;PI;NORDESTE;mai-18;0
Assunção Do Piauí;PI;NORDESTE;mai-18;0
Avelino Lopes;PI;NORDESTE;mai-18;0
Baixa Grande Do Ribeiro;PI;NORDESTE;mai-18;0
Barra D'Alcântara;PI;NORDESTE;mai-18;0
Barras;PI;NORDESTE;mai-18;4
Barreiras Do Piauí;PI;NORDESTE;mai-18;0
Barro Duro;PI;NORDESTE;mai-18;0
Batalha;PI;NORDESTE;mai-18;0
Bela Vista Do Piauí;PI;NORDESTE;mai-18;0
Belém Do Piauí;PI;NORDESTE;mai-18;0
Beneditinos;PI;NORDESTE;mai-18;0
Bertolínia;PI;NORDESTE;mai-18;0
Betânia Do Piauí;PI;NORDESTE;mai-18;0
Boa Hora;PI;NORDESTE;mai-18;0
Bocaina;PI;NORDESTE;mai-18;0
Bom Jesus;PI;NORDESTE;mai-18;0
Bom Princípio Do Piauí;PI;NORDESTE;mai-18;0
Bonfim Do Piauí;PI;NORDESTE;mai-18;0
Boqueirão Do Piauí;PI;NORDESTE;mai-18;0
Brasileira;PI;NORDESTE;mai-18;0
Brejo Do Piauí;PI;NORDESTE;mai-18;0
Buriti Dos Lopes;PI;NORDESTE;mai-18;0
Buriti Dos Montes;PI;NORDESTE;mai-18;0
Cabeceiras Do Piauí;PI;NORDESTE;mai-18;0
Cajazeiras Do Piauí;PI;NORDESTE;mai-18;0
Cajueiro Da Praia;PI;NORDESTE;mai-18;0
Caldeirão Grande Do Piauí;PI;NORDESTE;mai-18;0
Campinas Do Piauí;PI;NORDESTE;mai-18;0
Campo Alegre Do Fidalgo;PI;NORDESTE;mai-18;0
Campo Grande Do Piauí;PI;NORDESTE;mai-18;0
Campo Largo Do Piauí;PI;NORDESTE;mai-18;0
Campo Maior;PI;NORDESTE;mai-18;2
Canavieira;PI;NORDESTE;mai-18;0
Canto Do Buriti;PI;NORDESTE;mai-18;0
Capitão De Campos;PI;NORDESTE;mai-18;0
Capitão Gervásio Oliveira;PI;NORDESTE;mai-18;0
Caracol;PI;NORDESTE;mai-18;0
Caraúbas Do Piauí;PI;NORDESTE;mai-18;0
Caridade Do Piauí;PI;NORDESTE;mai-18;0
Castelo Do Piauí;PI;NORDESTE;mai-18;0
Caxingó;PI;NORDESTE;mai-18;0
Cocal;PI;NORDESTE;mai-18;0
Cocal De Telha;PI;NORDESTE;mai-18;0
Cocal Dos Alves;PI;NORDESTE;mai-18;0
Coivaras;PI;NORDESTE;mai-18;0
Colônia Do Gurguéia;PI;NORDESTE;mai-18;0
Colônia Do Piauí;PI;NORDESTE;mai-18;0
Conceição Do Canindé;PI;NORDESTE;mai-18;0
Coronel José Dias;PI;NORDESTE;mai-18;0
Corrente;PI;NORDESTE;mai-18;0
Cristalândia Do Piauí;PI;NORDESTE;mai-18;0
Cristino Castro;PI;NORDESTE;mai-18;0
Curimatá;PI;NORDESTE;mai-18;0
Currais;PI;NORDESTE;mai-18;0
Curralinhos;PI;NORDESTE;mai-18;0
Curral Novo Do Piauí;PI;NORDESTE;mai-18;0
Demerval Lobão;PI;NORDESTE;mai-18;0
Dirceu Arcoverde;PI;NORDESTE;mai-18;0
Dom Expedito Lopes;PI;NORDESTE;mai-18;0
Domingos Mourão;PI;NORDESTE;mai-18;0
Dom Inocêncio;PI;NORDESTE;mai-18;0
Elesbão Veloso;PI;NORDESTE;mai-18;0
Eliseu Martins;PI;NORDESTE;mai-18;0
Esperantina;PI;NORDESTE;mai-18;1
Fartura Do Piauí;PI;NORDESTE;mai-18;0
Flores Do Piauí;PI;NORDESTE;mai-18;0
Floresta Do Piauí;PI;NORDESTE;mai-18;0
Floriano;PI;NORDESTE;mai-18;2
Francinópolis;PI;NORDESTE;mai-18;0
Francisco Ayres;PI;NORDESTE;mai-18;0
Francisco Macedo;PI;NORDESTE;mai-18;0
Francisco Santos;PI;NORDESTE;mai-18;0
Fronteiras;PI;NORDESTE;mai-18;0
Geminiano;PI;NORDESTE;mai-18;0
Gilbués;PI;NORDESTE;mai-18;0
Guadalupe;PI;NORDESTE;mai-18;0
Guaribas;PI;NORDESTE;mai-18;0
Hugo Napoleão;PI;NORDESTE;mai-18;0
Ilha Grande;PI;NORDESTE;mai-18;0
Inhuma;PI;NORDESTE;mai-18;0
Ipiranga Do Piauí;PI;NORDESTE;mai-18;0
Isaías Coelho;PI;NORDESTE;mai-18;0
Itainópolis;PI;NORDESTE;mai-18;0
Itaueira;PI;NORDESTE;mai-18;0
Jacobina Do Piauí;PI;NORDESTE;mai-18;0
Jaicós;PI;NORDESTE;mai-18;0
Jardim Do Mulato;PI;NORDESTE;mai-18;0
Jatobá Do Piauí;PI;NORDESTE;mai-18;0
Jerumenha;PI;NORDESTE;mai-18;0
João Costa;PI;NORDESTE;mai-18;0
Joaquim Pires;PI;NORDESTE;mai-18;0
Joca Marques;PI;NORDESTE;mai-18;0
José De Freitas;PI;NORDESTE;mai-18;0
Juazeiro Do Piauí;PI;NORDESTE;mai-18;0
Júlio Borges;PI;NORDESTE;mai-18;1
Jurema;PI;NORDESTE;mai-18;0
Lagoinha Do Piauí;PI;NORDESTE;mai-18;0
Lagoa Alegre;PI;NORDESTE;mai-18;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;mai-18;0
Lagoa De São Francisco;PI;NORDESTE;mai-18;0
Lagoa Do Piauí;PI;NORDESTE;mai-18;0
Lagoa Do Sítio;PI;NORDESTE;mai-18;0
Landri Sales;PI;NORDESTE;mai-18;0
Luís Correia;PI;NORDESTE;mai-18;0
Luzilândia;PI;NORDESTE;mai-18;0
Madeiro;PI;NORDESTE;mai-18;0
Manoel Emídio;PI;NORDESTE;mai-18;0
Marcolândia;PI;NORDESTE;mai-18;0
Marcos Parente;PI;NORDESTE;mai-18;0
Massapê Do Piauí;PI;NORDESTE;mai-18;0
Matias Olímpio;PI;NORDESTE;mai-18;0
Miguel Alves;PI;NORDESTE;mai-18;0
Miguel Leão;PI;NORDESTE;mai-18;0
Milton Brandão;PI;NORDESTE;mai-18;0
Monsenhor Gil;PI;NORDESTE;mai-18;0
Monsenhor Hipólito;PI;NORDESTE;mai-18;0
Monte Alegre Do Piauí;PI;NORDESTE;mai-18;0
Morro Cabeça No Tempo;PI;NORDESTE;mai-18;0
Morro Do Chapéu Do Piauí;PI;NORDESTE;mai-18;0
Murici Dos Portelas;PI;NORDESTE;mai-18;0
Nazaré Do Piauí;PI;NORDESTE;mai-18;0
Nazária;PI;NORDESTE;mai-18;0
Nossa Senhora De Nazaré;PI;NORDESTE;mai-18;0
Nossa Senhora Dos Remédios;PI;NORDESTE;mai-18;0
Novo Oriente Do Piauí;PI;NORDESTE;mai-18;0
Novo Santo Antônio;PI;NORDESTE;mai-18;0
Oeiras;PI;NORDESTE;mai-18;0
Olho D'Água Do Piauí;PI;NORDESTE;mai-18;0
Padre Marcos;PI;NORDESTE;mai-18;0
Paes Landim;PI;NORDESTE;mai-18;0
Pajeú Do Piauí;PI;NORDESTE;mai-18;0
Palmeira Do Piauí;PI;NORDESTE;mai-18;0
Palmeirais;PI;NORDESTE;mai-18;0
Paquetá;PI;NORDESTE;mai-18;0
Parnaguá;PI;NORDESTE;mai-18;0
Parnaíba;PI;NORDESTE;mai-18;2
Passagem Franca Do Piauí;PI;NORDESTE;mai-18;0
Patos Do Piauí;PI;NORDESTE;mai-18;0
